i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-07 22:41:50.678055;2019-10-07 22:41:50.678055
2;0.0;2019-10-07 22:41:50.693688;2019-10-07 22:41:50.693688
3;0.0;2019-10-07 22:41:50.693688;2019-10-07 22:41:50.693688
4;0.0;2019-10-07 22:41:50.693688;2019-10-07 22:41:50.693688
5;0.0;2019-10-07 22:41:50.693688;2019-10-07 22:41:50.693688
6;0.0;2019-10-07 22:41:50.693688;2019-10-07 22:41:50.693688
7;0.0;2019-10-07 22:41:50.693688;2019-10-07 22:41:50.693688
8;0.0;2019-10-07 22:41:50.709298;2019-10-07 22:41:50.709298
9;0.0;2019-10-07 22:41:50.709298;2019-10-07 22:41:50.709298
10;0.0;2019-10-07 22:41:50.709298;2019-10-07 22:41:50.709298
